RespondentID,Date,Question,Answer,Region,AgeGroup,Gender
8e0c1cfb-a646-4ff1-a2a5-9cf0d159409d,2026-04-03,Which feature should we prioritize next?,Export to PDF,East,18-24,Female
963d340d-5270-4a55-bfa3-ab084256c71c,2026-03-20,Which feature should we prioritize next?,Export to PDF,North,55+,Female
d3010e04-fef1-4e5a-beb5-fbd341643679,2026-03-31,Which feature should we prioritize next?,API Access,Central,45-54,Female
ecd21a0f-3adc-4b9b-a70e-9ed2b90bad2f,2026-04-13,Which feature should we prioritize next?,Real-time Sync,East,45-54,Male
1fa70abd-0f95-4ac8-be25-3611cda0818d,2026-03-20,Which feature should we prioritize next?,Real-time Sync,South,45-54,Male
1df3933d-d59d-4b15-bc9b-bd1b57ed0e75,2026-04-03,Which feature should we prioritize next?,Mobile App,North,55+,Female
3189617b-f213-4787-b9cf-ecbf0d94896a,2026-04-13,Which feature should we prioritize next?,Export to PDF,West,35-44,Female
7da87dd8-3d14-45e0-9cfa-0b5313897146,2026-04-08,Which feature should we prioritize next?,Dark Mode,North,25-34,Male
cdd69d35-fccd-4ed7-9c4b-51f5815ad33a,2026-04-10,Which feature should we prioritize next?,Mobile App,South,35-44,Female
038ce3d4-18dc-4f8e-ab7d-e2716cb3b152,2026-03-26,Which feature should we prioritize next?,Export to PDF,Central,45-54,Male
2978c823-6911-46ee-842e-23406c7a1cae,2026-03-20,Which feature should we prioritize next?,Export to PDF,Central,45-54,Female
3d078030-36a5-49d3-902c-47a890e35940,2026-04-05,Which feature should we prioritize next?,API Access,Central,35-44,Female
7a4a4227-b3e3-412e-a184-46f3d9143a66,2026-04-02,Which feature should we prioritize next?,Dark Mode,West,18-24,Female
db550842-8d0b-495d-bc7d-9311fcebaf42,2026-04-13,Which feature should we prioritize next?,Export to PDF,East,25-34,Female
82929be5-3a04-4e30-b652-35ff3ef9332d,2026-04-02,Which feature should we prioritize next?,Dark Mode,East,55+,Male
c8d62edf-771f-4276-b324-7b07e80a2dd6,2026-04-14,Which feature should we prioritize next?,Export to PDF,North,35-44,Female
e1aeadea-be72-4660-98f3-4526380ea76c,2026-03-30,Which feature should we prioritize next?,Dark Mode,West,35-44,Male
be8c0037-aff2-4b3a-8f23-b9fca27e9e41,2026-03-19,Which feature should we prioritize next?,Dark Mode,Central,25-34,Female
8c9c0852-6bd1-42d8-a6ac-e3db991ea9df,2026-04-14,Which feature should we prioritize next?,Dark Mode,Central,25-34,Female
161899f4-538e-4739-880f-4d6b2fa3548d,2026-04-10,Which feature should we prioritize next?,Mobile App,South,45-54,Female
ee473e0c-572c-43d2-b51c-1c3c0718bc6c,2026-04-11,Which feature should we prioritize next?,Mobile App,South,35-44,Male
63518a5a-a44c-482b-b26a-660c2d618755,2026-03-25,Which feature should we prioritize next?,Export to PDF,Central,45-54,Female
40fd1d33-619a-4582-82a5-9df1caffc7a7,2026-03-29,Which feature should we prioritize next?,Real-time Sync,Central,35-44,Male
baf52b73-7bbe-40a8-89e5-9c3d053c0150,2026-03-24,Which feature should we prioritize next?,Export to PDF,West,35-44,Male
48a1c85a-4ea3-4696-83ee-54d2f2d96baa,2026-04-15,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
568ea3af-1a8b-4fe8-b68f-562292bfaade,2026-04-01,Which feature should we prioritize next?,API Access,South,45-54,Male
8ff633c8-2526-4d21-a879-9fe6e518ec9a,2026-04-14,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
c4aa06d0-dc90-49b8-ade0-950672c70641,2026-04-02,Which feature should we prioritize next?,Real-time Sync,West,25-34,Male
aec69bd9-b0cb-484f-83d1-f1795b3a286a,2026-03-22,Which feature should we prioritize next?,Dark Mode,Central,35-44,Male
eaff927e-0815-4ee9-919b-61392182d075,2026-03-24,Which feature should we prioritize next?,Real-time Sync,East,55+,Female
20742c77-f452-4914-b1c8-968348a8d0ff,2026-04-13,Which feature should we prioritize next?,Dark Mode,Central,18-24,Female
5e329e9a-782d-4c0a-9992-61f03c88f93a,2026-04-05,Which feature should we prioritize next?,API Access,Central,45-54,Male
9e230592-5244-42b2-83ba-7352f5c31524,2026-04-16,Which feature should we prioritize next?,Export to PDF,North,25-34,Female
ff6392fe-6788-453b-bee3-eec7c823d2ad,2026-03-23,Which feature should we prioritize next?,Real-time Sync,East,25-34,Female
3231eebe-1ea2-4a02-82f4-4162429a7600,2026-04-03,Which feature should we prioritize next?,Dark Mode,East,18-24,Female
118ef672-6482-45c7-b2be-937dc98e6108,2026-03-26,Which feature should we prioritize next?,Export to PDF,Central,25-34,Male
eecf35c1-6169-4c35-a1d0-f99cf407a915,2026-03-25,Which feature should we prioritize next?,Real-time Sync,West,35-44,Female
6df85c07-79bc-4496-b77d-99cf6f956d6a,2026-03-26,Which feature should we prioritize next?,Export to PDF,North,18-24,Female
71660f13-1fca-438f-9a18-833410d8ca83,2026-04-02,Which feature should we prioritize next?,Mobile App,Central,35-44,Female
f541e0ae-3c8f-4dcf-bf87-aa5082dd4eab,2026-04-03,Which feature should we prioritize next?,Mobile App,South,55+,Male
bac04a8e-815a-4d53-a12f-742ac8e23817,2026-03-22,Which feature should we prioritize next?,Export to PDF,South,18-24,Female
04429685-e2c3-46da-a947-7b53d7990bdf,2026-03-21,Which feature should we prioritize next?,Mobile App,North,45-54,Female
d58a5575-0ae3-4846-9384-6de48469cb62,2026-03-20,Which feature should we prioritize next?,Export to PDF,West,25-34,Female
5ded0d3a-e122-4e93-9d4e-8d374db8a016,2026-04-08,Which feature should we prioritize next?,API Access,Central,35-44,Male
8e9cf6fb-e179-4e97-9763-59505240426f,2026-03-31,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
51abedb6-9fbf-43b5-aff2-ffa659ace760,2026-04-06,Which feature should we prioritize next?,Dark Mode,North,25-34,Female
e63f7c74-d3bb-4364-9872-f72042618a5f,2026-04-09,Which feature should we prioritize next?,Real-time Sync,West,25-34,Male
43ddbf8d-5146-4b2c-84b4-a03c58d5485d,2026-03-19,Which feature should we prioritize next?,API Access,East,18-24,Male
831cd8f1-444e-41ef-ada3-111009748e9a,2026-03-21,Which feature should we prioritize next?,Export to PDF,South,25-34,Female
fda832c3-0acf-4231-ab61-14e720f7238a,2026-03-25,Which feature should we prioritize next?,Mobile App,South,35-44,Male
ab535c3d-8f42-45d0-bb6b-69ebbfc2f542,2026-03-20,Which feature should we prioritize next?,Dark Mode,East,45-54,Other
6e7a50ec-f5c5-405f-88f8-69a7df1aff72,2026-04-16,Which feature should we prioritize next?,Dark Mode,North,45-54,Female
54450975-75b5-4190-9304-9c09f415c0c6,2026-03-30,Which feature should we prioritize next?,Export to PDF,South,35-44,Female
cc4553e1-f29a-4202-a36c-e8d85119fc67,2026-04-02,Which feature should we prioritize next?,Export to PDF,Central,18-24,Male
cd5ccd0e-c109-4965-845c-0613ef0025c8,2026-03-19,Which feature should we prioritize next?,Export to PDF,East,25-34,Male
3f49926a-8370-4018-a3ad-be7fbdbf3587,2026-03-24,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
15a2d32a-eef3-4ff2-80b7-a9084d9ac931,2026-04-12,Which feature should we prioritize next?,Real-time Sync,South,25-34,Male
94fbecf0-6ef5-43b5-a52a-b46af18f10a8,2026-03-30,Which feature should we prioritize next?,Real-time Sync,North,35-44,Female
02d6ef90-e28c-4d01-9723-9011da7be8f4,2026-03-27,Which feature should we prioritize next?,Mobile App,Central,35-44,Male
82e5ca64-f57e-4484-b83d-1d130edf6810,2026-04-14,Which feature should we prioritize next?,Export to PDF,North,25-34,Male
4c4ef8f0-549c-4b53-8318-711263507024,2026-04-05,Which feature should we prioritize next?,Dark Mode,West,25-34,Male
306b96bc-f86d-4e3a-a1e7-d86e4274235a,2026-04-04,Which feature should we prioritize next?,API Access,West,45-54,Female
b70a5136-cebb-431d-b7d9-f7c1e168da21,2026-04-04,Which feature should we prioritize next?,Mobile App,South,45-54,Other
5a364fd2-6b6a-4cf7-bb72-431a0bbd855d,2026-03-31,Which feature should we prioritize next?,Dark Mode,South,25-34,Male
5d9f0d3d-d946-4a00-84b3-cd7f5dd44cc3,2026-04-11,Which feature should we prioritize next?,API Access,South,55+,Male
9759b996-9368-4a3a-8183-9b9ed1afc06e,2026-03-25,Which feature should we prioritize next?,API Access,West,55+,Male
754dc18b-ee99-47bc-924f-3590e6ca06c2,2026-04-16,Which feature should we prioritize next?,Real-time Sync,North,25-34,Female
af51b48c-63fa-4f4d-ba71-638954d6bc00,2026-04-10,Which feature should we prioritize next?,Mobile App,North,25-34,Male
ac794055-3613-444c-9db2-1b1d52c0f9de,2026-04-08,Which feature should we prioritize next?,Mobile App,South,35-44,Female
affea98f-ab43-4561-a2e5-d2c90931d868,2026-03-26,Which feature should we prioritize next?,Export to PDF,Central,55+,Female
70b492ac-2223-47b8-9711-17011d2099e5,2026-03-22,Which feature should we prioritize next?,Real-time Sync,North,45-54,Female
7729d2b2-3e7b-4d5f-9f70-dcf3b13241df,2026-04-11,Which feature should we prioritize next?,API Access,West,18-24,Male
a6524699-5ec2-4228-a139-4037368abe19,2026-04-16,Which feature should we prioritize next?,Dark Mode,East,25-34,Other
19b55647-1b60-415c-930f-38b1171582d8,2026-03-23,Which feature should we prioritize next?,Dark Mode,East,35-44,Male
ca6f9aaa-518d-4019-9d82-97d258df9916,2026-04-02,Which feature should we prioritize next?,Export to PDF,East,35-44,Male
6c77f1b6-8a16-4d6a-8573-068d8f5c16a9,2026-03-27,Which feature should we prioritize next?,API Access,Central,25-34,Female
bf2ce505-f41a-4492-95db-56af70e2c96b,2026-03-18,Which feature should we prioritize next?,Real-time Sync,South,45-54,Female
fdfa83a6-5f24-4308-b973-a732efb2b2e4,2026-04-08,Which feature should we prioritize next?,Dark Mode,West,35-44,Male
c59f6699-66a5-43c9-b26b-ee3ccff0b0ee,2026-04-09,Which feature should we prioritize next?,Export to PDF,Central,45-54,Male
b1928bac-4dd3-4534-9257-49be9579b453,2026-04-05,Which feature should we prioritize next?,Export to PDF,West,45-54,Female
2299ffbe-ea60-474d-94b4-67b8161604c0,2026-03-18,Which feature should we prioritize next?,Real-time Sync,West,45-54,Male
7aa6c613-8b72-42b3-9d98-80563cca65d5,2026-04-10,Which feature should we prioritize next?,API Access,South,25-34,Female
14e74f63-1a50-4103-9a01-41c6ba7994f2,2026-04-08,Which feature should we prioritize next?,API Access,East,35-44,Female
a834284b-18a5-44c7-b360-a100720c39d3,2026-03-18,Which feature should we prioritize next?,Export to PDF,South,25-34,Male
edd123e7-d2ec-45c2-ab81-333969a9027c,2026-03-27,Which feature should we prioritize next?,Export to PDF,Central,35-44,Male
e5c410f3-1c3c-4362-8264-0d37f2ee737e,2026-03-18,Which feature should we prioritize next?,Dark Mode,Central,25-34,Male
16f4c076-75c1-4bf5-be77-cdc507314466,2026-04-13,Which feature should we prioritize next?,Dark Mode,Central,35-44,Female
6bda806e-4c12-43f9-86a0-5a9ed6ce6651,2026-04-12,Which feature should we prioritize next?,API Access,South,25-34,Female
f623b208-802b-4571-bc15-b95dd9504399,2026-03-23,Which feature should we prioritize next?,API Access,West,18-24,Male
96936cda-57c2-4eb6-b5e3-77f570a98f48,2026-03-27,Which feature should we prioritize next?,Real-time Sync,West,25-34,Female
6a282429-3c50-472b-ba61-21bfa51ebedb,2026-04-04,Which feature should we prioritize next?,Real-time Sync,North,18-24,Other
5459438b-629b-4ad1-830b-5cc12c5cd049,2026-03-22,Which feature should we prioritize next?,Export to PDF,Central,45-54,Male
1f4f8c17-d79b-4450-8762-e75e4f0e569c,2026-03-19,Which feature should we prioritize next?,Mobile App,West,45-54,Female
601f213b-f572-437b-a361-3f55db0b400f,2026-04-03,Which feature should we prioritize next?,Real-time Sync,North,35-44,Male
d7d8bee1-c24f-4565-b341-f1927ff309ed,2026-03-21,Which feature should we prioritize next?,API Access,West,25-34,Male
f996c525-c9f5-4afb-ac7a-6c732261bbdb,2026-04-10,Which feature should we prioritize next?,Dark Mode,Central,18-24,Male
2b3dfd14-83cf-4ff1-b554-7b7c9572d33a,2026-04-10,Which feature should we prioritize next?,Export to PDF,East,18-24,Male
5df02159-1c31-4f64-9930-8d84a84fc6d0,2026-04-12,Which feature should we prioritize next?,Dark Mode,Central,25-34,Male
2f403fd0-3a18-48c9-8cbe-d3afc8aae228,2026-03-25,Which feature should we prioritize next?,Real-time Sync,South,45-54,Male
33c231e8-6cb3-491b-b727-b596c77250bf,2026-04-05,Which feature should we prioritize next?,Mobile App,West,25-34,Female
a4a3f20e-8609-4280-8c03-80adb733f6e7,2026-03-22,Which feature should we prioritize next?,Dark Mode,West,25-34,Female
c900eee0-a15a-4aab-b4f4-56a34fbcec46,2026-04-02,Which feature should we prioritize next?,Mobile App,South,18-24,Female
6c4d60f4-5ff8-4826-adbd-9695aec77fd3,2026-03-30,Which feature should we prioritize next?,Mobile App,South,25-34,Male
16f01e09-488c-4607-8835-c3272e964108,2026-04-12,Which feature should we prioritize next?,Export to PDF,East,35-44,Male
9112dae1-de27-4509-8da4-152d73336a65,2026-03-24,Which feature should we prioritize next?,Dark Mode,West,35-44,Male
11932757-3b51-4106-9c3f-853b0561ff36,2026-04-07,Which feature should we prioritize next?,Mobile App,West,25-34,Female
a2be3778-918e-4a97-8ba6-50f5dbe6c3fd,2026-04-03,Which feature should we prioritize next?,Export to PDF,East,18-24,Female
b6b82355-ecd5-4cc0-900b-88dc44b9fb7b,2026-03-23,Which feature should we prioritize next?,Mobile App,North,25-34,Male
037f9519-e61d-4fef-808f-21e0dc0340d8,2026-04-06,Which feature should we prioritize next?,Export to PDF,East,25-34,Male
0cfda0c0-6e4c-48d8-a315-4b9da4e70c70,2026-03-18,Which feature should we prioritize next?,API Access,Central,25-34,Female
5b14cd1f-6b4a-498e-8b08-4fc8e3c8c1b1,2026-03-29,Which feature should we prioritize next?,Export to PDF,West,55+,Male
e6ea28fe-d37d-4cee-85b3-41fdb9e6033d,2026-03-20,Which feature should we prioritize next?,Export to PDF,South,35-44,Male
038ec10a-914d-41a3-9c79-a5d93417d826,2026-04-02,Which feature should we prioritize next?,API Access,Central,35-44,Female
8e34889b-d9c2-49cb-b780-6854ce962075,2026-03-21,Which feature should we prioritize next?,Export to PDF,West,25-34,Female
33490139-4f59-46cc-ac07-e97f12bfc8f8,2026-04-16,Which feature should we prioritize next?,Dark Mode,East,25-34,Male
8c8deabd-4279-476f-b588-3110b062b5c3,2026-04-07,Which feature should we prioritize next?,Dark Mode,Central,35-44,Male
50fab5c9-e3f7-4ffa-92c3-f874e40faf8f,2026-04-11,Which feature should we prioritize next?,Mobile App,West,35-44,Other
5f9fa339-b7b6-49ad-9390-a801f17cf63b,2026-03-26,Which feature should we prioritize next?,Mobile App,North,45-54,Male
3ec023de-090d-4b28-b9d6-5aa7e90f81b5,2026-04-13,Which feature should we prioritize next?,Mobile App,North,25-34,Male
4d0e8c19-d841-428d-ac46-ef8f6616776b,2026-03-26,Which feature should we prioritize next?,Dark Mode,South,35-44,Male
25ac629c-99d7-4428-b2af-471a4fe835b0,2026-04-12,Which feature should we prioritize next?,Dark Mode,West,25-34,Male
b44da7ee-7504-489a-905c-2d5d2552ce78,2026-03-26,Which feature should we prioritize next?,Dark Mode,North,45-54,Male
57fbe9d8-8d9e-43f8-9a3a-db41d3371a58,2026-04-12,Which feature should we prioritize next?,Export to PDF,East,35-44,Female
9b9596b2-d9b7-4e3b-9e87-61a4dd055ad7,2026-04-02,Which feature should we prioritize next?,Export to PDF,West,35-44,Male
008c6ae9-33fb-45fa-9e7e-7676f9d1dab1,2026-04-07,Which feature should we prioritize next?,Export to PDF,East,18-24,Male
cae2c723-9fa9-42e8-8386-d0d5d18dda06,2026-03-29,Which feature should we prioritize next?,Export to PDF,East,35-44,Female
060e060a-d2be-41b3-9f6b-a5794c1cc1c7,2026-03-19,Which feature should we prioritize next?,API Access,North,18-24,Female
9bdf5e8d-9e6d-48c3-865f-653f942c4f6f,2026-03-23,Which feature should we prioritize next?,Dark Mode,West,25-34,Female
d2826d62-8c9d-40a1-bfd2-108feac7e0b1,2026-03-25,Which feature should we prioritize next?,Export to PDF,Central,18-24,Female
fefd1563-d14c-4485-901f-872c44ae5a60,2026-03-20,Which feature should we prioritize next?,Mobile App,North,35-44,Male
e376ecd7-0133-4616-a831-ebc021abf1bb,2026-03-31,Which feature should we prioritize next?,Export to PDF,North,25-34,Female
cacf950e-d358-4615-8586-bbd6e1a2844e,2026-04-06,Which feature should we prioritize next?,Mobile App,West,25-34,Male
be0c727d-30c3-4de1-a769-6f0c5f6ee997,2026-03-19,Which feature should we prioritize next?,API Access,West,45-54,Other
c700263d-509f-441f-b1fd-74000ce27f07,2026-04-14,Which feature should we prioritize next?,Real-time Sync,East,25-34,Female
588b5e56-3580-4d5c-adbc-f6df18ca74e7,2026-04-12,Which feature should we prioritize next?,Dark Mode,West,35-44,Other
fb1fda98-ef53-49a8-9ece-f2591dae1193,2026-03-24,Which feature should we prioritize next?,Real-time Sync,East,25-34,Female
5bcfb7a3-bd05-4198-a6fa-4ba9711fb242,2026-04-04,Which feature should we prioritize next?,Export to PDF,North,18-24,Male
18f31386-1877-4cf1-b656-57423d355171,2026-03-18,Which feature should we prioritize next?,Dark Mode,South,45-54,Female
9309c312-e64a-4f82-bc69-b1b37e2afe59,2026-03-19,Which feature should we prioritize next?,Export to PDF,Central,18-24,Other
3a026556-2a70-452f-8a2b-4839c788e665,2026-04-07,Which feature should we prioritize next?,Real-time Sync,North,35-44,Female
df76289a-50b4-4fd5-807b-07767e14e1f0,2026-03-24,Which feature should we prioritize next?,Export to PDF,West,35-44,Male
c97a5de9-c56d-4441-a279-c7bc364933f8,2026-04-13,Which feature should we prioritize next?,Dark Mode,Central,35-44,Female
d0b24ba9-ba9e-4f6a-831f-3777ec6dd6a7,2026-03-29,Which feature should we prioritize next?,Mobile App,South,35-44,Male
304db0d6-bed5-4076-8dc1-c074a3994775,2026-04-09,Which feature should we prioritize next?,Dark Mode,South,25-34,Male
dcdbff55-075a-423b-9e05-b0cf0ee2a0fc,2026-04-15,Which feature should we prioritize next?,Dark Mode,East,18-24,Male
500882e6-4879-4dcd-9fab-5a3ac8a48200,2026-04-15,Which feature should we prioritize next?,Dark Mode,Central,45-54,Male
db47a2a5-cdac-4df3-bf47-7e64ae00855b,2026-03-27,Which feature should we prioritize next?,Dark Mode,East,35-44,Female
b718f4fb-c908-4938-9f90-4e10056f73dd,2026-04-03,Which feature should we prioritize next?,Dark Mode,North,45-54,Male
7735c22b-d1d5-4985-bfe0-340fb20ae1d1,2026-03-25,Which feature should we prioritize next?,Dark Mode,Central,45-54,Female
46f283b2-3545-4e3c-a322-50b071a50546,2026-04-13,Which feature should we prioritize next?,Mobile App,North,45-54,Male
727d5fed-1a55-45bb-ac9d-39af989cc996,2026-04-09,Which feature should we prioritize next?,Dark Mode,East,35-44,Male
8fa0697e-b3b6-4378-8cb3-0e7db54531c7,2026-04-08,Which feature should we prioritize next?,Dark Mode,Central,25-34,Male
d477821a-6b22-4b07-bba9-7c56d0205f24,2026-03-21,Which feature should we prioritize next?,API Access,East,45-54,Male
ce0fa40b-635d-4d94-af0b-2c7f59b3f5ef,2026-04-04,Which feature should we prioritize next?,Export to PDF,Central,35-44,Male
df73ff87-262d-4dfd-958a-3c01e179c34e,2026-03-29,Which feature should we prioritize next?,Mobile App,East,25-34,Male
80313e83-e84a-424a-aa3a-21e2ac2b8748,2026-04-01,Which feature should we prioritize next?,Dark Mode,South,45-54,Female
da1f1361-ab55-4138-8a9f-dee97ed6b4cf,2026-03-25,Which feature should we prioritize next?,Dark Mode,East,45-54,Male
0e913254-e452-4f3a-a13b-0468b3d5a061,2026-03-19,Which feature should we prioritize next?,Dark Mode,South,35-44,Male
656c2086-f3bb-4c2c-be53-dc1a7dd38355,2026-03-22,Which feature should we prioritize next?,Dark Mode,East,18-24,Male
9c4f2d8c-a3f0-4f46-8e28-da8deb116dbf,2026-03-23,Which feature should we prioritize next?,Dark Mode,Central,25-34,Female
c7217e6f-c93b-4f18-a05d-c1e5ea110362,2026-04-04,Which feature should we prioritize next?,Dark Mode,Central,45-54,Female
c2d8aa1f-c153-4491-9628-e1faa0c31f63,2026-03-19,Which feature should we prioritize next?,Dark Mode,Central,55+,Female
c694c23a-f159-4da9-aba2-207b7c515546,2026-04-07,Which feature should we prioritize next?,Dark Mode,West,25-34,Male
993239e6-2899-4d61-b580-32cf2fd7a3d6,2026-04-03,Which feature should we prioritize next?,Export to PDF,North,18-24,Male
50227e26-c4f1-48e7-bf82-e1e7b640e6b4,2026-04-16,Which feature should we prioritize next?,Dark Mode,Central,45-54,Female
f0667688-c74b-4d06-8d75-5da93ee516e4,2026-04-06,Which feature should we prioritize next?,Export to PDF,South,25-34,Male
cd2728b6-936c-4b5a-8e96-263b1d4da0a7,2026-03-24,Which feature should we prioritize next?,Export to PDF,Central,35-44,Male
133e075a-6d29-4b68-b654-d874a66e3d80,2026-03-25,Which feature should we prioritize next?,Mobile App,West,55+,Male
2d59df00-8a70-40c2-8ddc-3564f917751d,2026-03-20,Which feature should we prioritize next?,Dark Mode,South,18-24,Male
da84bff8-e243-43f2-991f-cb789b2c7b8b,2026-03-24,Which feature should we prioritize next?,Mobile App,West,35-44,Male
26906e50-a8cf-4cc5-91e4-97da28e4a631,2026-03-21,Which feature should we prioritize next?,Dark Mode,South,18-24,Female
899e96cb-e447-4746-b2c7-4f7aad636608,2026-04-10,Which feature should we prioritize next?,Dark Mode,East,25-34,Male
b3e5d49a-cdda-4068-9978-a5186cba1718,2026-04-03,Which feature should we prioritize next?,API Access,North,45-54,Female
886dcbb3-f38b-4fdf-b8d7-98d1e062f18f,2026-04-07,Which feature should we prioritize next?,Real-time Sync,North,25-34,Male
c35d5dd3-bfce-43d7-965d-d4c1ce670b0d,2026-03-29,Which feature should we prioritize next?,Dark Mode,West,55+,Male
5fc84f49-8235-4b13-b899-af69b2d4529a,2026-03-27,Which feature should we prioritize next?,Dark Mode,North,35-44,Female
f3f428b8-e61f-441a-8354-0e4de40b6ca8,2026-04-13,Which feature should we prioritize next?,API Access,West,25-34,Male
100ea8ea-135d-47e7-8142-e3d80ce28d0b,2026-04-03,Which feature should we prioritize next?,Mobile App,West,25-34,Female
af6bf5c9-a338-45b5-a64a-4bbb4abf4400,2026-04-13,Which feature should we prioritize next?,Dark Mode,West,25-34,Female
bde37929-a6f8-46ff-b492-435808eb01d7,2026-03-29,Which feature should we prioritize next?,Dark Mode,North,25-34,Male
3e381033-5a2c-422c-833b-978737f051ad,2026-04-01,Which feature should we prioritize next?,Export to PDF,West,18-24,Female
76933966-276a-4916-b4db-fd5e5f146ee5,2026-03-24,Which feature should we prioritize next?,Export to PDF,North,25-34,Male
c15686a4-5a8c-4662-83ba-6fd814ae5be3,2026-04-08,Which feature should we prioritize next?,Mobile App,West,35-44,Female
e20264b6-af30-4e71-a2e1-9feab9fcf663,2026-03-19,Which feature should we prioritize next?,Export to PDF,Central,45-54,Male
efa9a8a0-6683-44a7-8185-c0470a313aeb,2026-04-13,Which feature should we prioritize next?,Export to PDF,West,35-44,Female
ace71458-a17f-45bd-91ac-809b124d01ce,2026-03-20,Which feature should we prioritize next?,Mobile App,South,45-54,Male
a0dbaeeb-8618-44a6-8952-05cbabfdc0ec,2026-03-28,Which feature should we prioritize next?,Dark Mode,West,18-24,Female
8cc41e3d-911f-440f-989a-b47596ca6ffd,2026-04-14,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
35e60a27-ca1a-40b6-ad0a-e250fd692c7a,2026-04-06,Which feature should we prioritize next?,Mobile App,West,35-44,Female
9fd19451-be56-4d78-a796-f751fbfddd56,2026-04-04,Which feature should we prioritize next?,API Access,South,35-44,Female
7c5ae9ff-466c-4bff-b70c-cbae7865e600,2026-04-14,Which feature should we prioritize next?,Export to PDF,South,18-24,Female
a200f172-317f-4c2a-b6a5-e76f2c35e5d4,2026-04-06,Which feature should we prioritize next?,Export to PDF,North,45-54,Female
8cac37a9-56b6-4a4b-8eb6-ea26d126e957,2026-03-27,Which feature should we prioritize next?,Dark Mode,Central,45-54,Male
224e3cb5-c237-4e21-aa42-303c90f77d6b,2026-04-01,Which feature should we prioritize next?,Export to PDF,West,35-44,Male
f2536f49-2417-40d3-9e3f-da1d91999da1,2026-04-03,Which feature should we prioritize next?,Export to PDF,North,18-24,Male
0bbd2cf6-2979-4bb8-8e13-68ab5a2e16ba,2026-03-20,Which feature should we prioritize next?,Dark Mode,Central,45-54,Male
19c64b58-54a8-442a-a7f9-d4c6c43ecdcc,2026-04-07,Which feature should we prioritize next?,Dark Mode,West,35-44,Male
3243dbc6-874d-4557-a307-0c8c279f2bc7,2026-04-09,Which feature should we prioritize next?,Export to PDF,East,45-54,Female
ef9dd3e7-05e5-4e4c-ae4c-833f79b89c8e,2026-03-18,Which feature should we prioritize next?,Dark Mode,West,45-54,Male
af53a7b1-5cc9-409e-93cb-9a92f31b6f44,2026-04-08,Which feature should we prioritize next?,Dark Mode,South,45-54,Female
e0c35678-8d36-4026-ade6-5ad74c4d931a,2026-04-07,Which feature should we prioritize next?,Dark Mode,South,35-44,Male
a6df453d-9681-442d-9479-a05e7e9f130d,2026-04-15,Which feature should we prioritize next?,Dark Mode,East,18-24,Male
0b701b33-cde3-4ba1-a6cb-086d8ab08fab,2026-03-31,Which feature should we prioritize next?,Dark Mode,North,35-44,Female
4d9e3642-89cf-4d3a-a027-1126c6b6b999,2026-03-26,Which feature should we prioritize next?,API Access,Central,35-44,Female
8a9637ed-5076-49f2-bf82-81e4b95003d5,2026-03-23,Which feature should we prioritize next?,Export to PDF,West,45-54,Female
8715ac7a-0354-44ee-837a-4def8e905fc5,2026-04-07,Which feature should we prioritize next?,Dark Mode,South,25-34,Female
749ebbcc-7c7c-4b6c-96fb-c89a321bb326,2026-04-16,Which feature should we prioritize next?,Dark Mode,North,25-34,Male
9382431e-6a96-40ee-89e4-364036d746b1,2026-03-29,Which feature should we prioritize next?,Export to PDF,East,45-54,Female
a5869e1d-bd89-42c6-bacc-0f515a2b57bf,2026-04-12,Which feature should we prioritize next?,Dark Mode,South,45-54,Male
96ae1c65-a779-42a1-99cc-d1ee877f0ba2,2026-04-16,Which feature should we prioritize next?,Export to PDF,East,55+,Male
60145661-9110-4de9-a6aa-61bac6bb99d8,2026-03-20,Which feature should we prioritize next?,Export to PDF,West,45-54,Male
9101d0e9-1e5e-4859-b59c-8073a9de1817,2026-03-20,Which feature should we prioritize next?,Mobile App,Central,35-44,Male
af64d34f-9418-4028-b06d-c2ad4cd2958a,2026-04-07,Which feature should we prioritize next?,Export to PDF,South,35-44,Male
501a6f27-103e-41c7-810d-6faac9372dda,2026-03-27,Which feature should we prioritize next?,Dark Mode,South,45-54,Female
c24f50a1-9fc6-4d9a-9adb-1f805b26b443,2026-04-10,Which feature should we prioritize next?,Dark Mode,West,35-44,Female
b508a708-7309-4531-a4ca-79dd08403d10,2026-04-04,Which feature should we prioritize next?,Export to PDF,North,35-44,Male
16d5a139-0eb2-4402-b306-8c0897166461,2026-03-29,Which feature should we prioritize next?,Mobile App,Central,25-34,Male
93135e6a-6650-47a9-b825-eb0f134b18eb,2026-03-26,Which feature should we prioritize next?,Export to PDF,South,35-44,Male
f4440d53-98fa-4fed-acfa-93621834dfef,2026-04-07,Which feature should we prioritize next?,Export to PDF,Central,45-54,Male
4dc52e40-5248-4e62-9755-b67cd36f8462,2026-03-28,Which feature should we prioritize next?,Real-time Sync,South,25-34,Female
bda1ea47-c6a4-42e7-b22b-34ec8637f4cb,2026-04-15,Which feature should we prioritize next?,Mobile App,Central,25-34,Male
f80e64e6-42ac-44a5-a0d0-d3d66f944d9d,2026-04-05,Which feature should we prioritize next?,Dark Mode,East,25-34,Female
